largescaledata
0.04845155
0.04840499
0.04846865
0.04847949
0.04841906
0.04851208
0.04849811
0.04851921
0.04846517
0.04842937
0.04846794
0.04842291
0.04836488
0.04827421
0.04821754
0.04817808
0.0483417
0.0485755
0.04875426
0.04890153
0.04895926
0.04889647
0.0489872
0.04909452
0.04913286
0.0491925
0.04935177
0.0495075
0.04963255
0.04975755
0.0498115
0.04988693
0.04992147
0.0499153
0.05006524
0.05016856
0.05041532
0.05048902
0.05058346
0.05059602
0.05066826
0.05073306
0.05067403
0.05054888
0.05046844
0.05037216
0.05036028
0.05035747
0.05041978
0.05058089
0.05067633
0.05073392
0.05077584
0.0506727
0.05060278
0.05038241
0.05033414
0.05035686
0.05049291
0.0506407
0.05081222
0.0509944
0.05107029
0.05131761
0.05134857
0.05127967
0.05122681
0.05128961
0.05119747
0.05113044
0.05102446
0.05094943
0.0508328
0.0508788
0.05099415
0.05112218
0.05124256
0.05126647
0.05135864
0.05149549
0.0516192
0.05165282
0.05177509
0.05205829
0.05230863
0.05239001
0.05236751
0.05229631
0.05239185
0.05238931
0.0522918
0.05245835
0.05255158
0.05261416
0.05284996
0.05317685
0.05334311
0.05361613
0.05383301
0.05399226
0.05394106
0.0537325
0.05365382
0.05348906
0.05331923
0.05323257
0.05318986
0.05345096
0.05360208
0.05384929
0.0541267
0.05430285
0.05458174
0.05476384
0.05489755
0.05500349
0.05498004
0.05497419
0.05477334
0.05450092
0.05432515
0.05422574
0.05421451
0.05420957
0.05414058
0.05415662
0.05418674
0.05396361
0.05389743
0.05397458
0.05400618
0.05399501
0.05402082
0.05421754
0.05434996
0.05446684
0.05463829
0.05485172
0.05501381
0.05544749
0.05566474
0.05573751
0.05579782
0.05588547
0.05609095
0.05612595
0.0561175
0.05625167
0.05615569
0.05584794
0.05557524
0.0554
0.05519931
0.05510678
0.05505366
0.05506301
0.05516906
0.05525199
0.05531047
0.05540339
0.05545833
0.05562482
0.05563933
0.05573379
0.05594552
0.05614321
0.05622164
0.0563634
0.05648858
0.05660262
0.05665423
0.05663105
0.05647648
0.0564807
0.05639977
0.05645016
0.05623426
0.05621907
0.05603633
0.055996
0.05581844
0.05586153
0.05593697
0.05594308
0.05585378
0.05569364
0.05563567
0.05571692
0.05583681
0.05577381
0.05562772
0.05550937
0.05542637
0.05552083
0.05559129
0.05572063
0.0560382
0.05618846
0.05628315
0.05621637
0.05627602
0.05641928
0.0566677
0.0568393
0.05699488
0.05699098
0.05686979
0.05704024
0.05709469
0.05697795
0.05689003
0.05696127
0.05676363
0.05671605
0.05663148
0.05662451
0.05671641
0.05662011
0.05653416
0.05670611
0.05695117
0.05694241
0.05704949
0.05707318
0.05697403
0.0571053
0.05718026
0.0571537
0.05740503
0.0578508
0.05781364
0.05756556
0.05742056
0.05769253
0.05802362
0.05853727
0.05882824
0.05917748
0.05919968
0.05901964
0.05914648
0.05959865
0.06012262
0.06025056
0.06010052
0.06000967
0.05975433
0.05989378
0.06008292
0.06039403
0.06043458
0.06032803
0.06010532
0.05991416
0.0598726
0.0599104
0.06008374
0.06036862
0.06034655
0.06034543
0.06023536
0.05984721
0.05959262
0.05963412
0.05963581
0.0596438
0.05975742
0.05996403
0.06002405
0.06038341
0.06045333
0.06047504
0.06069072
0.0609501
0.06097746
0.06107296
0.06120434
0.06113531
0.06094075
0.06051298
0.06032512
0.06023153
0.06018763
0.06013945
0.05993269
0.05992075
0.05978963
0.05966926
0.05953152
0.05950807
0.05969
0.05961655
0.05967454
0.05986561
0.05983262
0.05978664
0.05972539
0.05959884
0.05962483
0.05983738
0.05993309
0.0600332
0.05983282
0.0598786
0.05978892
0.05983269
0.05983056
0.05975581
0.05974884
0.05967762
0.05972001
0.05955262
0.05941091
0.05955736
0.05967584
0.05975961
0.05982626
0.05972573
0.05971714
0.05966624
0.0596142
0.05968493
0.05970788
0.05985582
0.05998866
0.05996884
0.05994399
0.05988665
0.05996037
0.0599606
0.06007003
0.06006961
0.06016331
0.06002863
0.06010196
0.06017902
0.06050444
0.06051207
0.06048667
0.06043871
0.06051375
0.06070235
0.06070856
0.06086399
0.06106851
0.06106088
0.06110711
0.06115224
0.06105379
0.06109459
0.06103336
0.06124062
0.06134675
0.06158039
0.0616947
0.0617208
0.06184351
0.0621203
0.06214662
0.06223775
0.06217752
0.06202814
0.06180469
0.06170328
0.06174894
0.06161087
0.06155609
0.06145316
0.06155273
0.06164983
0.0617317
0.06178717
0.06172321
0.06174859
0.06184002
0.06176016
0.06171744
0.06179451
0.06187367
0.06199737
0.06202529
0.06189022
0.06180901
0.06159481
0.06171979
0.06189184
0.06215447
0.06226917
0.06234023
0.06229194
0.0622353
0.06217806
0.06212546
0.06205213
0.06209068
0.06219529
0.06218224
0.06215935
0.06245068
0.06251825
0.06267444
0.06280456
0.06310108
0.06313731
0.06301977
0.06301171
0.06301044
0.06317302
0.06321433
0.06318212
0.06328803
0.06327454
0.06323459
0.0631111
0.0631182
0.06307688
0.06321111
0.06316514
0.06342239
0.06347889
0.06342149
0.06342053
0.06334987
0.06328281
0.06312225
0.0631881
0.0632009
0.06320346
0.06330617
0.06328715
0.06339988
0.06359137
0.06370065
0.06380857
0.06396122
0.0639655
0.06397507
0.06402634
0.06404955
0.0640519
0.06404291
0.06400294
0.06410852
0.06409673
0.06406321
0.06415568
0.06415932
0.06404205
0.06421106
0.06443828
0.06468132
0.06492326
0.06509329
0.0654009
0.06566206
0.06603335
0.06625519
0.0664727
0.06670629
0.06699234
0.0671756
0.0675423
0.06740231
0.0671704
0.06695068
0.06679536
0.06663967
0.06682237
0.06680994
0.06704592
0.06722869
0.06713019
0.0669882
0.06698803
0.06710728
0.06698725
0.06687156
0.06677081
0.06672847
0.06676222
0.06678757
0.06680192
0.06674378
0.06655828
0.06652563
0.06630165
0.06613705
0.06581865
0.06574917
0.06575759
0.06579041
0.06583287
0.06603443
0.06611682
0.06601388
0.06602295
0.06610499
0.06592911
0.06589973
0.06583469
0.06582614
0.06591629
0.06611309
0.06613578
0.06615929
0.06617673
0.06620796
0.06602854
0.06593922
0.0659841
0.06618465
0.06622989
0.06647786
0.06651451
0.06666584
0.06686159
0.06707203
0.067059
0.06718235
0.06723052
0.06720832
0.06706017
0.06700906
0.06704355
0.06709588
0.06701852
0.0671964
0.06743057
0.06766277
0.06777321
0.06783002
0.06777691
0.06779563
0.06773696
0.0675443
0.06733968
0.06730459
0.06713057
0.06707619
0.06724123
0.06732015
0.06720527
0.06710196
0.06718387
0.0668337
0.06681619
0.06689928
0.06712383
0.0673275
0.06741558
0.06744094
0.06748103
0.06739778
0.06736196
0.06743229
0.0674438
0.06748601
0.0674575
0.06746094
0.06736767
0.06734893
0.06733868
0.0673205
0.06738465
0.06736266
0.06736104
0.06734332
0.06740045
0.06743049
0.06746788
0.06756766
0.06754053
0.06748135
0.06751232
0.06737581
0.06746746
0.06751899
0.06769405
0.0676823
0.06779192
0.06778674
0.06780815
0.06775918
0.0677135
0.06778606
0.06783191
0.06802332
0.06809375
0.06822765
0.06831145
0.0682717
0.06832001
0.06825387
0.06821366
0.06811614
0.06798547
0.06793927
0.06799001
0.06820477
0.06832474
0.06831075
0.06841061
0.06843288
0.06832004
0.06833557
0.06848668
0.06854147
0.06847576
0.06837825
0.06841824
0.06848571
0.06866129
0.06884336
0.06884211
0.06882199
0.06877499
0.06880872
0.0688334
0.06888583
0.06874025
0.06880181
0.06904855
0.06911273
0.06920987
0.06928432
0.06930494
0.06938523
0.06932882
0.0691994
0.06904166
0.06930862
0.06948613
0.06961099
0.06988318
0.06998079
0.07000303
0.07013032
0.07027236
0.07047743
0.0708257
0.07100194
0.07098338
0.07082153
0.07078969
0.07072235
0.07066673
0.07069276
0.07053378
0.07057808
0.07040956
0.07030197
0.07024787
0.0705785
0.07073006
0.07086963
0.07100257
0.0710694
0.07128233
0.07135688
0.07139715
0.07150541
0.07169362
0.07179469
0.07184321
0.0719796
0.0722643
0.07237664
0.07255865
0.07254652
0.07275356
0.07270883
0.07272879
0.07275704
0.07272168
0.07269126
0.07270814
0.0726908
0.07270638
0.07269447
0.07262348
0.07237552
0.07223167
0.07212511
0.07211915
0.07209412
0.07206421
0.07205199
0.07209904
0.0721057
0.07220514
0.07232378
0.07229225
0.0725277
0.07258976
0.07281441
0.07288416
0.07322235
0.0733083
0.07360355
0.07381476
0.0737534
0.07384273
0.0742806
0.07410412
0.0738584
0.07377587
0.07409199
0.07424234
0.07429548
0.07426152
0.07418645
0.07414109
0.07382609
0.07362299
0.07381836
0.07401528
0.07384644
0.0737723
0.07385802
0.07370788
0.0736552
0.07362982
0.07367269
0.07369325
0.07373339
0.07362113
0.07347493
0.07349361
0.07343543
0.07326372
0.07334478
0.07336518
0.07356219
0.07353198
0.07357714
0.07372112
0.07381228
0.07400807
0.07396727
0.07390654
0.07393426
0.07403984
0.07404506
0.07408264
0.07406614
0.07417066
0.07414275
0.07421841
0.07415114
0.07405312
0.07404523
0.07400651
0.07411034
0.07412419
0.07426134
0.07418377
0.07443816
0.07455014
0.07472055
0.07480656
0.07478224
0.07482682
0.07478918
0.07480072
0.07463925
0.07457252
0.07437005
0.07427195
0.07430742
0.07458135
0.07464626
0.07466599
0.07467005
0.0745628
0.07458588
0.07482169
0.07499967
0.07487513
0.07465491
0.074629
0.07488676
0.07491045
0.07479363
0.07494121
0.0756701
0.07614138
0.07586579
0.07554869
0.07514208
0.07476815
0.07469223
0.07474349
0.07531095
0.07583156
0.07588869
0.07538012
0.07534575
0.07536122
0.07529863
0.07498658
0.07513838
0.07518228
0.07544754
0.07557422
0.07567132
0.07566664
0.07597348
0.07597888
0.07597774
0.07588795
0.07578153
0.07567467
0.07562556
0.07562353
0.07561208
0.07565031
0.07555577
0.07548205
0.07566194
0.07587048
0.07591914
0.0758993
0.07578101
0.07569278
0.07563981
0.07594058
0.07591403
0.07614088
0.07605935
0.07605565
0.07614654
0.07613835
0.07588246
0.07596932
0.07612392
0.07625904
0.0762611
0.0762882
0.07618094
0.07624544
0.07623503
0.07625565
0.07619645
0.07623532
0.07625051
0.07622778
0.07629052
0.07652049
0.07659283
0.07665601
0.07679245
0.07683015
0.07669042
0.07665715
0.07658833
0.07658223
0.07663901
0.07654758
0.07637733
0.07642517
0.07644073
0.07634153
0.07639574
0.07667539
0.07686295
0.07686663
0.07677259
0.07669318
0.07670933
0.0768584
0.07693359
0.07688096
0.07679939
0.07691148
0.07711209
0.077146
0.07716578
0.07706324
0.07707225
0.07685914
0.07688883
0.07681403
0.07696047
0.07696056
0.07716465
0.07727915
0.07743972
0.0774585
0.07748564
0.07758969
0.07752237
0.07765736
0.07748913
0.07762145
0.07772402
0.07778669
0.07774851
0.07785428
0.07793462
0.07776107
0.07782011
0.07764716
0.07763695
0.07773847
0.0777951
0.07793985
